"","Article_ID","Study_ID","Comparative_study_code","Latitude","Longitude","Publication_Year","Newspaper","Publisher","Article_Population","Population_studied","Population_homogenized","Group_taxo_included","Taxonomic_resolution","Taxonomic_detailed","Number_of_species_sampled","Number_of_collected_individuals","Ecological_group","Intervention_R1","Intervention_R2","Intervention_R3","Intervention_copy_paste","Comparator","Outcome_indicator","Number_of_species","Outcome_metric","Outcome_divided_into_classes","Class","Outcome_type_R1","Outcome_type_R2","Outcome_type_R3","Data.location","Hypothesis","Trait_set","Number_of_traits","Trait_group","Number.of.trait.groups","Study_country","Study_design","Source","N_c","Mean_c","Type_variation_c","Variation_c","N_t","Type_variation_t","Variation_t"
"636","s_163","s_163","Eekeren_2008_9",50.983333,3.816667,2008,"Applied Soil Ecology","Elsevier","Earthworms, nematodes, bacteria and fungi","Earthworms","Earthworms",NA,"Class","Class Clitelatta",NA,NA,NA,"Individual practice","Crop diversification","Arable crop-ley rotation","TA: Temporary arable crop-ley rotation. This treatment is comparable to TG but started in 1966 with three years of arable cropping followed by three years of grass ley","PA: Permanent arable cropping since 1974","Biomass",NA,"g.m⁻²","No",NA,"Functional","Trait value","Univariate","Table 2","Our objectives were (1) to determine the long-term effects of a ley-arable crop rotation system on earthworms, nematodes, bacteria and fungi, in comparison with permanent grassland and continuous arable cropping, and (2) to assess the short-term recovery of soil biota in a ley arable crop rotation. We hypothesised that three years of grass in a rotation leads to a significant recovery of earthworms, nematodes, bacteria, fungi and mineralization. Furthermore, we hypothesised that, in the long term, the soil biota in a ley-arable crop rotation would reach an intermediate position between permanent grassland and continuous arable cropping.","Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"637","s_184","s_184","Vreeken_1998_1",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"638","s_184","s_184","Vreeken_1998_2",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Oak-birch forest","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"639","s_184","s_184","Vreeken_1998_3",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"640","s_184","s_184","Vreeken_1998_4",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"641","s_184","s_184","Vreeken_1998_5",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Poplar forest","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"642","s_184","s_184","Vreeken_1998_6",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"643","s_184","s_184","Vreeken_1998_7",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"644","s_184","s_184","Vreeken_1998_8",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"645","s_184","s_184","Vreeken_1998_9",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"646","s_184","s_184","Vreeken_1998_10",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Winter wheat","Winter wheat","Oak-birch forest","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"647","s_184","s_184","Vreeken_1998_11",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Winter wheat","Winter wheat","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"648","s_184","s_184","Vreeken_1998_12",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Winter wheat","Winter wheat","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"649","s_184","s_184","Vreeken_1998_13",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Winter wheat","Winter wheat","Poplar forest","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"650","s_184","s_184","Vreeken_1998_14",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Winter wheat","Winter wheat","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"651","s_184","s_184","Vreeken_1998_15",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Winter wheat","Winter wheat","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"652","s_184","s_184","Vreeken_1998_16",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Winter wheat","Winter wheat","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"653","s_184","s_184","Vreeken_1998_17",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Winter wheat","Winter wheat","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"654","s_184","s_184","Vreeken_1998_18",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Oak-birch forest","Oak-birch forest","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"655","s_184","s_184","Vreeken_1998_19",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Oak-birch forest","Oak-birch forest","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"656","s_184","s_184","Vreeken_1998_20",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Oak-birch forest","Oak-birch forest","Poplar forest","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"657","s_184","s_184","Vreeken_1998_21",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Oak-birch forest","Oak-birch forest","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"658","s_184","s_184","Vreeken_1998_22",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Oak-birch forest","Oak-birch forest","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"659","s_184","s_184","Vreeken_1998_23",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Oak-birch forest","Oak-birch forest","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"660","s_184","s_184","Vreeken_1998_24",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Oak-birch forest","Oak-birch forest","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"661","s_184","s_184","Vreeken_1998_25",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"662","s_184","s_184","Vreeken_1998_26",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Poplar forest","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"663","s_184","s_184","Vreeken_1998_27",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"664","s_184","s_184","Vreeken_1998_28",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"665","s_184","s_184","Vreeken_1998_29",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"666","s_184","s_184","Vreeken_1998_30",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"667","s_184","s_184","Vreeken_1998_31",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Winter wheat","Winter wheat","Poplar forest","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"668","s_184","s_184","Vreeken_1998_32",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Winter wheat","Winter wheat","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"669","s_184","s_184","Vreeken_1998_33",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Winter wheat","Winter wheat","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"670","s_184","s_184","Vreeken_1998_34",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Winter wheat","Winter wheat","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"671","s_184","s_184","Vreeken_1998_35",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Winter wheat","Winter wheat","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"672","s_184","s_184","Vreeken_1998_36",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Poplar forest","Poplar forest","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"673","s_184","s_184","Vreeken_1998_37",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Poplar forest","Poplar forest","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"674","s_184","s_184","Vreeken_1998_38",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Poplar forest","Poplar forest","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"675","s_184","s_184","Vreeken_1998_39",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Poplar forest","Poplar forest","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"676","s_184","s_184","Vreeken_1998_40",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"677","s_184","s_184","Vreeken_1998_41",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"678","s_184","s_184","Vreeken_1998_42",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"679","s_184","s_184","Vreeken_1998_43",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"680","s_184","s_184","Vreeken_1998_44",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Predatory","Landscape","Landscape complexity","Grassland","Grassland","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"681","s_184","s_184","Vreeken_1998_45",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Cryptostigmatic","Landscape","Landscape complexity","Grassland","Grassland","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"682","s_184","s_184","Vreeken_1998_46",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Cryptostigmatic","Landscape","Landscape complexity","Grassland","Grassland","Oak-birch forest","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"683","s_184","s_184","Vreeken_1998_47",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Cryptostigmatic","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"684","s_184","s_184","Vreeken_1998_48",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Cryptostigmatic","Landscape","Landscape complexity","Grassland","Grassland","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"685","s_184","s_184","Vreeken_1998_49",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Cryptostigmatic","Landscape","Landscape complexity","Grassland","Grassland","Poplar forest","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"686","s_184","s_184","Vreeken_1998_50",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Cryptostigmatic","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"687","s_184","s_184","Vreeken_1998_51",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Cryptostigmatic","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"688","s_184","s_184","Vreeken_1998_52",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Cryptostigmatic","Landscape","Landscape complexity","Grassland","Grassland","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"689","s_184","s_184","Vreeken_1998_53",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Cryptostigmatic","Landscape","Landscape complexity","Grassland","Grassland","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"690","s_184","s_184","Vreeken_1998_54",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Cryptostigmatic","Landscape","Landscape complexity","Winter wheat","Winter wheat","Oak-birch forest","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"691","s_184","s_184","Vreeken_1998_55",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Cryptostigmatic","Landscape","Landscape complexity","Winter wheat","Winter wheat","Grassland","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"692","s_184","s_184","Vreeken_1998_56",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Cryptostigmatic","Landscape","Landscape complexity","Winter wheat","Winter wheat","Winter wheat","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
"693","s_184","s_184","Vreeken_1998_57",52.098972,5.649111,1998,"Soil Biology and Biochemistry","Elsevier","Microarthropods","Mites","Acari","Mites","Class","Class Arachnida",NA,NA,"Cryptostigmatic","Landscape","Landscape complexity","Winter wheat","Winter wheat","Poplar forest","Log of biomass",NA,"kg C ha⁻¹","No",NA,"Functional","Trait value","Univariate","Table 2",NA,"Biomass","1","Morphological","1","Netherlands","CI",NA,NA,NA,NA,NA,NA,NA,NA
