"","Article_ID","Study_ID","Comparative_study_code","Latitude","Longitude","Publication_Year","Newspaper","Publisher","Article_Population","Population_studied","Population_homogenized","Group_taxo_included","Taxonomic_resolution","Taxonomic_detailed","Number_of_species_sampled","Number_of_collected_individuals","Ecological_group","Intervention_R1","Intervention_R2","Intervention_R3","Intervention_copy_paste","Comparator","Outcome_indicator","Number_of_species","Outcome_metric","Outcome_divided_into_classes","Class","Outcome_type_R1","Outcome_type_R2","Outcome_type_R3","Data.location","Hypothesis","Trait_set","Number_of_traits","Trait_group","Number.of.trait.groups","Study_country","Study_design","Source","N_c","Mean_c","Type_variation_c","Variation_c","N_t","Type_variation_t","Variation_t"
"11","s_5","s_5","Pelosi_2013_27",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Superficial tillage","ST","Direct-seeding","CWM","11","mm","No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Cocoon diameter","1","Morphological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"12","s_5","s_5","Pelosi_2013_28",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Superficial tillage","ST","Direct-seeding","CWM","11",NA,"No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Epithelium type","1","Morphological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"13","s_5","s_5","Pelosi_2013_29",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Superficial tillage","ST","Direct-seeding","CWM","11",NA,"No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Typhlosolis type","1","Morphological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"14","s_5","s_5","Pelosi_2013_30",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Superficial tillage","ST","Direct-seeding","CWM","11","mg.kg⁻¹","No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Carbon requirement","1","Physiological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"15","s_5","s_5","Pelosi_2013_31",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Superficial tillage","ST","Direct-seeding","CWM","11","m","No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Vertical distribution","1","Behavioral","1","France","CI : gradient","Gerard (1067), Lavelle (1998), Rundgren (1975)",NA,NA,NA,NA,NA,NA,NA
"16","s_5","s_5","Pelosi_2013_32",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Plowing","P","Direct-seeding","CWM","11","mm","No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Body size","1","Morphological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"17","s_5","s_5","Pelosi_2013_33",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Plowing","P","Direct-seeding","CWM","11","g.mm⁻¹","No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Body mass/length ratio","1","Morphological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"18","s_5","s_5","Pelosi_2013_34",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Plowing","P","Direct-seeding","CWM","11","mm","No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Cocoon diameter","1","Morphological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"19","s_5","s_5","Pelosi_2013_35",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Plowing","P","Direct-seeding","CWM","11",NA,"No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Epithelium type","1","Morphological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"20","s_5","s_5","Pelosi_2013_36",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Plowing","P","Direct-seeding","CWM","11",NA,"No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Typhlosolis type","1","Morphological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"21","s_5","s_5","Pelosi_2013_37",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Plowing","P","Direct-seeding","CWM","11","mg.kg⁻¹","No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Carbon requirement","1","Physiological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"22","s_5","s_5","Pelosi_2013_38",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Plowing","P","Direct-seeding","CWM","11","m","No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Vertical distribution","1","Behavioral","1","France","CI : gradient","Gerard (1067), Lavelle (1998), Rundgren (1975)",NA,NA,NA,NA,NA,NA,NA
"23","s_5","s_5","Pelosi_2013_39",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Plowing","P","Superficial tillage","CWM","11","mm","No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Body size","1","Morphological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"24","s_5","s_5","Pelosi_2013_40",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Plowing","P","Superficial tillage","CWM","11","g.mm⁻¹","No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Body mass/length ratio","1","Morphological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"25","s_5","s_5","Pelosi_2013_41",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Plowing","P","Superficial tillage","CWM","11","mm","No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Cocoon diameter","1","Morphological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"26","s_5","s_5","Pelosi_2013_42",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Plowing","P","Superficial tillage","CWM","11",NA,"No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Epithelium type","1","Morphological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
"27","s_5","s_5","Pelosi_2013_43",48.8,2.133333,2013,"Applied Soil Ecology","Elsevier","Earthworm","Earthworms","Earthworms","Lumbricus castaneus, Lumbricus rubellus, Satchellius mammalis, Lumbricus terrestris, Aporrectodea nocturna, Aporrectodea longa, Aporrectodea giardi, Allolobophora chlorotica, Aporrectodea icterica, Aporrectodea caliginosa, Aporrectodea rosea","Family","Family Lumbricidae","11",NA,"Epigeic, Anecic, Endogeic","Individual practice","Tillage management","Plowing","P","Superficial tillage","CWM","11",NA,"No",NA,"Functional","Trait value","Univariate","Table 4","First, concerning ecomorphological groups, we hypothesized that (1) mechanical de-intensification changes their distribution, favoring anecics, as well as the species living in the topsoil, mostly epigeics, due to the progressive establishment of an organic layer. Second, tillage acts as an environmental filter, hence (2) functional traits converge to a narrower range of values with increasing of intensity of tillage. Regarding the diversity of traits, four sub-hypotheses are considered: (3.1) the largest and the most fragile (with a supple epithelium) organisms are most affected by intensive tillage. (3.2) More earthworms with a larger feather typhlosolis are found in plots with lower nutrient availability, i.e. the plowed plots. This hypothesis is based on Stevens and Hume (1995) who found that a larger feather typhlosolis is associated with higher nutrient uptake efficiency.","Typhlosolis type","1","Morphological","1","France","CI : gradient","Bouché (1972), Sims and Gerard (1999)",NA,NA,NA,NA,NA,NA,NA
